evaluation,label,正面为0，中立为1，负面为2,,,,,,,,,,,,,,,,,,,
我们没有等来清零后的解封，等来的是无奈的放开。以后，再也不会有人给我们层层筛风险了，没有人查验健康码、行程码、核酸。也意味着从今天起，我们身上的“三层防护衣”正式被国家收回了。只有把送给你的福利收回去，你才知道你曾经拥有什么，因为什么拥有，你才知道什么叫失去，才能慢慢体会失去后的难过。我们三年没有感染新冠，不是因为幸运，也不是因为免疫力强，是因为这三年来每一个接近你的人，国家都帮你筛查过了，都是健康的，低风险的，只要有风险的，国家都把他和你隔开了，国家尽力了!这次“解封”后，新冠被列入二类传染病范围，感染后自费，接着被封的机会可能不会太多，但是感染的机率可能更大了。,"2,135,143","2,135,143",,,,,,,,,,,,,,,,,,,
三年了，是时候改变了！,1,1,,,,,,,,,,,,,,,,,,,
当下社会的主要矛盾是核酸检测机构不断上涨的抗疫热情与广大人民群众日益下降的存款余额的矛盾。,1,1,,,,,,,,,,,,,,,,,,,
原来当时还是四年级的寒假在上海研学，晚上坐在酒店的床上一边憧憬着第二天要去的迪士尼一边看着抖音热搜第一的新冠病例发呆，时光真的转瞬即逝，如果没有疫情初中的研学会不会快乐几百倍。,"2,69,88","2,69,88",,,,,,,,,,,,,,,,,,,
什么叫正常？你年轻时举起150斤叫正常，你老了只能举起15斤叫正常。这就是功能正常的定义。懂了吗，什么叫恢复正常。,"2,46,57","2,46,57",,,,,,,,,,,,,,,,,,,
我想说那些天天说新冠没有后遗症的人，已经转阴3天，还是气短憋气，咳痰是什么鬼。,"2,33,39","2,33,39",,,,,,,,,,,,,,,,,,,
现在疫情话题 纷纷扰扰，有些图文，视频 言论要看看出处与时间。不要被之前正确答案，当成现在的回答。,1,1,,,,,,,,,,,,,,,,,,,
接下来，阳性数会出现爬坡迹象，缓慢放开已经定居，一直要到医院崩为止，所以现在是压力传导到医院的阶段。,"2,25,34","2,25,34",,,,,,,,,,,,,,,,,,,
当初谁能想到新冠疫情能持续三年！结果这三年的疫情给大家都整焦虑了！焦虑核酸，焦虑隔离，焦虑行程码带星，焦虑自己买的机票被取消，焦虑旅行到一个地方回不去家，焦虑头疼脑热咳嗽是不是得了新冠，焦虑快递上会不会有病毒焦虑自己的核酸超过48小时，焦虑健身馆会不会倒闭，焦虑自己的工资会不会减少，焦虑会不会失业！希望改变思路对待新冠，这疫情明年咋也要到头了。,"2,30,32","2,30,32",,,,,,,,,,,,,,,,,,,
当领导的一定要有长远眼光，能看到别人看不到的东西，不要怕被人骂，该下狠心的时候一定要下，等到暂时的困难克服了，长远的利益出来了，大多数人才会心服口服，但是他们也不会感谢你。大多数人只会看到眼前的一点利益，人云亦云，瞎起哄，就是乌合之众。现在就是需要领导下狠心决断的时候了，拖一天困难就会大十分，千万不要迟疑！,1,1,,,,,,,,,,,,,,,,,,,
防控新冠瘟疫的事情关系到政权的稳定，所以国家防控新冠瘟疫的各种宣传应该不假。,1,1,,,,,,,,,,,,,,,,,,,
没完没了的疫情成为了一部分人发财的商机！,"2,1,5","2,1,5",,,,,,,,,,,,,,,,,,,
笑死，什么阿猫阿狗都来科普得新冠要吃什么药，划到最下方，末期要吃某某维C（某种保健品），笑死人不偿命这是，普通OTC维C只要两块钱啊，保健品一瓶几十块上百块，而且非处方维C不含糖，没有色素、香精。,"2,4,22","2,4,22",,,,,,,,,,,,,,,,,,,
看看我家的库存——包括精氨酸布洛芬、布洛芬缓释胶囊、乐松,1,1,,,,,,,,,,,,,,,,,,,
请问政府各位领导打了疫苗为什么还有新冠呢，变异？那我家里的老人家打还是不打呢，打了可不可以保证不会感染新冠病毒喔。,"2,1,21","2,1,21",,,,,,,,,,,,,,,,,,,
其实我真的很想问一下？有没有大规模的扩建icu！以及相应的医护人员的培养？过去的两年，咱不说三年，第一年都是忙乱的，有没有计划！这么大一个国家，总感觉一点总体计划没有！是没计划？还是缺少敢负责的人？不敢负责就换人行不行？ 有时候真的以为搞大一统到底好还是不好！,"2,76,84","2,76,84",,,,,,,,,,,,,,,,,,,
未来谈起新冠疫情，疫情第一年会成为一段佳话，从第二年开始会成为一段笑话。呵呵，切。,"2,30,36","2,30,36",,,,,,,,,,,,,,,,,,,
现在的奥密克戎传播速度是r021，普通感冒是ro1-ro2。我们的医疗资源短缺是事实。不能和卡塔尔比，他们有大量的资源做精准防控。还有预案计划，东京奥运模式，气泡隔离。所以说卡塔尔并不是无脑的放开。那里面可有几亿身价的球员啊，就算感染没事，也不愿意反复感染影响比赛吧。如果不管控，真的无脑放开，小县城几千人的感染，医疗资源肯定崩。到那时候，正常病都没有医生看，到那时候才是怨声哀悼。,"2,166,191","2,166,191",,,,,,,,,,,,,,,,,,,
多地都在建方舱医院，我们保护自己父母亲人的唯一办法就是闭上双眼，权当什么事都没有发生。,"2,22,43","2,22,43",,,,,,,,,,,,,,,,,,,
疫情最开始的时候我们国家手足无措却依旧控制的很好，为什么现在应对措施逐步完善了我们国家反而控制不住了呢？所以不是新冠治不好，是有人利用它发财了对吗，人血馒头真的好吃吗？,"2,64,74","2,64,74",,,,,,,,,,,,,,,,,,,
上午股市涨的这么好，是提前得到消息？防控会进一步放松？,1,1,,,,,,,,,,,,,,,,,,,
19年开始的疫情到现在非但没有停反而每天越来越严重，说打了疫苗就可以增加免疫力，可是这个疫苗基本80%的人都打了吧？怎么每天还是几百了几千的上涨呢？看看广州那点事吧！15人阳结果复测11人阴。这就是利益，不然建那么多方仓拿来装饰？当蚊香卖100块钱一盒那么-150℃都会有蚊子！新冠疫苗第三针，百足之虫死而不僵，必定是由内开始的！,"2,19,26","2,19,26",,,,,,,,,,,,,,,,,,,
个人暴论：在云端引爆一颗钴三相弹和引发一场全球性人类天生免疫缺陷疫情，结果上来说是一致的，只不过部分细节有所出入罢了。,1,1,,,,,,,,,,,,,,,,,,,
本来可以不那么医疗挤兑。无症状和轻症居家隔离为什么不可以？咱把新冠按流感对待怎么就不可以？一位高烧患者给住家附近的所有医院打电话，都被告知发热门诊暂停接诊，都是因为有阳性患者，在等转运去方舱或定点医院。不要指望转运能像闪送或美团外卖，五六个小时，大半天甚至一天以后才能转走都有可能。暂时滞留在发热门诊的有不少轻症患者，按政策被要求去方舱。在转运之前，没有腾出隔离房间，没有彻底消杀之前，如果发热门诊隔离条件已经饱和，就不能再接新患者。这么宝贵的时间，这么宝贵的医疗资源，就这么白白地浪费了。真正需要救治的患者只能先在家自救，直到扛不住了才去医院。此时，医院确实不能拒诊，患者病情已加重，治疗难度增加，会消耗更多的医疗资源。恶性循环就是这样开始的，从一个防疫政策开始。,"2,312,316","2,312,316",,,,,,,,,,,,,,,,,,,
真的有够无语的！一有新增，就不给买感冒药！这种天流感也很容易得好吧！真的感冒发烧的人还得去跑医院做核酸然后开处方买药？,"2,4,7","2,4,7",,,,,,,,,,,,,,,,,,,
一次次的配合换来了什么？明明看到的丑陋的一面，还要去配合自己不愿意做的事，意义何在？当所有的事情现在我们对立面的时候，为什么不能选择自救，力量是大家具起来了的，团结一致才能有希望。这样的日子什么时候是个头，医院没有人看病学校不再教育育人房贷车贷所有的所有都在暂停，任何一个都能压垮人。看不到未来生活没了希望像一个待宰的羔羊任人摆布，一年两年三年十年 ！什么时候是个头？什么时候能恢复正常，难道要一直这样，那活着的意义何在，希望何在。,"2,96,103","2,96,103",,,,,,,,,,,,,,,,,,,
新冠防控真的只有“封闭”和“放开”两条路吗？网络上对于“放开”的定义等同于躺平，甚至对持放开。,"2,38,40","2,38,40",,,,,,,,,,,,,,,,,,,
下次再讲大道理前先把自己的新冠病例单亮出来我再考虑考虑听你讲。凡是求开放的非蠢既坏，你要死别拉其他人下水嗷。一边求开放一边宣传新冠是“小感冒”既然是小感冒你先以身试法当个六子让大家看看到底几碗粉，大家也不是束手旁观之人。说腐败的，平常也没见这没多人出来声讨，怎么地是你们那漂亮国牌狗粮到货了？别跟我杠嗷，你杠就是你对。,"2,43,53","2,43,53",,,,,,,,,,,,,,,,,,,
转权力醉心于玩弄那套自欺欺人的文字游戏，以至于语言不断地堕落败坏，面对公共事件我们要坚守字面意义清楚明白的表达。个人的反抗是一部分，但要找到问题的根源。,"2,11,20","2,11,20",,,,,,,,,,,,,,,,,,,
这是2021年发表的，2022年还变本加厉的防控，真是疯魔了。,"2,18,22","2,18,22",,,,,,,,,,,,,,,,,,,
害怕，疫苗为什么奇奇怪怪？首先我的身份证从来没丢过，不存在被别人用，我第三针根本没打，而且我第二针和第三针.上面时间是三个月?怎么可能三个月就打啊，然后就是第四针“省外”天，我真的无语住了，我第三针都没打哪来的第四针，今年其实七月份我就去湖北这边医院查了，她说让我去青海自己把这个信息取消掉，我是在青海上学，但是因为疫情特别严重，到现在也没开学，我真的好无语好无语好无语。新冠疫苗第三针我该怎么办，我到现在都没开学，我突然就好慌好慌，我还有点害怕，我害怕我害怕我害怕啊啊啊,"2,213,217","2,213,217",,,,,,,,,,,,,,,,,,,
比病毒更可怕的是有人不希望病毒结束，人心比病毒更可怕，这是条利益链。,"2,19,27","2,19,27",,,,,,,,,,,,,,,,,,,
那句话说得好，比新冠疫情更可怕的，是有人不希望疫情病毒结束。呵呵，细品。,"2,19,30","2,19,30",,,,,,,,,,,,,,,,,,,
在抓捕CIA的过程中，也要盯着小日子、小法子、小英子的人员，台湾省和香港特区的也要多加注意。,1,1,,,,,,,,,,,,,,,,,,,
警方出面都找不到施暴者，请还医务人员公道，真是让这个职业让这个社会寒了心！,"2,34,37","2,34,37",,,,,,,,,,,,,,,,,,,
张珊珊为祖国核酸事业鞠躬尽瘁，令人感动。请尽快现身，让人民群众来感谢她祖宗十八代。,"2,33,41","2,33,41",,,,,,,,,,,,,,,,,,,
这里只是假设一下——如果以后感染新冠病毒后可以居家隔离，那么你和孩子（一岁以上）在什么情况下会选择就医？,1,1,,,,,,,,,,,,,,,,,,,
我今天复盘了一些数据，发现11.11有18个省份无症状感染者少于100，只有8个省超过300，最高是广东的2996。而到了11.26只有3个省分无症状感染者少于100，而有22个省超过300，最高是重庆和广东达到了七八千。11月11日国务院联防联控机制发布《关于进一步优化新冠肺炎疫情防控措施 科学精准做好防控工作的通知》，也就是“20条优化措施“似乎是一个分水岭。20条后不但没有起到减少疫情的作用，反倒出现了疫情的显著扩大。最近北方省份疫情加速发展，最近北京、天津、河北、吉林、辽宁的疫情上涨迅速。南方马上将于12月入冬，随着气温迅速降低，恐怕疫情也会继续上涨。宁波最近连续几天，每天都会从社区筛查出一例阳性，感觉也很吃力了。,"2,311,314","2,311,314",,,,,,,,,,,,,,,,,,,
北京很多小区居民的自发维权让他们知道一件事，就是社区居委会没有执法权，那个盖章的封控要求是违法的。我在想难道他们不知道这是违法的吗？这样的违法为何要通过老百姓维权才能曝光，今后的封控谁来盖章？有没有部门敢和愿意站出来行驶执法权，值得我们期待。,1,1,,,,,,,,,,,,,,,,,,,
开个脑洞，假如把中国分成两半，一半住着希望彻底放开的人，一半住着希望封控的人，两边限制流通，大家各自为自己的选择买单，世界会不会少一些戾气和抱怨，多一些健康快乐和自由发展呢？虽然只是理想中，永远不可能实现这样的一国两制，假设有选择的话，你愿意去哪一边呢？,1,1,,,,,,,,,,,,,,,,,,,
我就不明白了，为什么某些人要赚这些黑钱，那些人就不怕哪天他们自己家里人阳了吗？不担心吗？,"2,15,20","2,15,20",,,,,,,,,,,,,,,,,,,
担心后面大规模医疗挤兑，我爸早上也囤药了，买的非常全乎，啥都整了点。对民众来说，居家可触的药物固然重要，但更重要的是信息的公开与透明。卫生部门与媒体应该科学、正确地提示奥密克戎目前的传染率、致病率、致死率，并详细披露预防或缓解病症的方剂、药物清单。现在这个阶段，正确科学的信息尤其重要。,1,1,,,,,,,,,,,,,,,,,,,
没有什么中间地带，只要稍稍放松一点，医疗系统首先崩溃！国际庄通过实践已经证明这一点！,"2,25,27","2,25,27",,,,,,,,,,,,,,,,,,,
最近防疫相关的话题让我感到沉重、失望、悲哀，现在的防疫政策保护了什么？付出的代价又是什么？为什么不允许普通群众了解更多的真相，不允许网络上有其他方向的思考和讨论？所有的通告、指令都是由上而下，必须执行，不允许半点质疑。不一样的声音被迅速的删帖消音，他们是怎么代表最广大人民群众的？是用网络封控吗？,"2,14,22","2,14,22",,,,,,,,,,,,,,,,,,,
